[label]	assay_label	pubmedID
miR-22 and CYR61 (human) co-expression conclusion	luciferase assay 576	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	flow cytometry 579	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	flow cytometry 579	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	flow cytometry 579	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	flow cytometry 579	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	western blot 580	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	western blot 580	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	western blot 580	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	western blot 580	PubMed 24449575
miR-221 and CDKN1C (human) co-expression conclusion	Western blot 606	PubMed 21461636
miR-221 and CDKN1C (human) co-expression conclusion	Western blot 606	PubMed 21461636
miR-221 and CDKN1C (human) co-expression conclusion	luciferase assay 604	PubMed 21461636
miR-221 and CDKN1C (human) co-expression conclusion	luciferase assay 604	PubMed 21461636
miR-221 and Cdkn1b (mouse) co-expression conclusion	qRT-PCR 607	PubMed 21461636
miR-221 and Cdkn1b (mouse) co-expression conclusion	Western blot 607	PubMed 21461636
miR-221 and Cdkn1b (mouse) co-expression conclusion	immunofluorescence 607	PubMed 21461636
miR-221 and Cdkn1c (mouse) co-expression conclusion	qRT-PCR 608	PubMed 21461636
miR-221 and Cdkn1c (mouse) co-expression conclusion	Western blot 608	PubMed 21461636
miR-221 and Cdkn1c (mouse) co-expression conclusion	immunofluorescence 608	PubMed 21461636
miR-221 and PIK3R1 (human) co-expression conclusion	dual-luciferase assay 594	PubMed 20505758
miR-221 and PIK3R1 (human) co-expression conclusion	real time RT-PCR 594	PubMed 20505758
miR-222 and CDKN1B (human) co-expression conclusion	Western blot 618	PubMed 21461636
miR-222 and CDKN1B (human) co-expression conclusion	Western blot 618	PubMed 21461636
miR-222 and CDKN1B (human) co-expression conclusion	luciferase assay 616	PubMed 21461636
miR-222 and CDKN1B (human) co-expression conclusion	luciferase assay 616	PubMed 21461636
miR-222 and CDKN1C (human) co-expression conclusion	Western blot 619	PubMed 21461636
miR-222 and CDKN1C (human) co-expression conclusion	Western blot 619	PubMed 21461636
miR-222 and CDKN1C (human) co-expression conclusion	luciferase assay 617	PubMed 21461636
miR-222 and CDKN1C (human) co-expression conclusion	luciferase assay 617	PubMed 21461636
miR-222 and Cdkn1c (mouse) co-expression conclusion	qRT-PCR 621	PubMed 21461636
miR-222 and Cdkn1c (mouse) co-expression conclusion	Western blot 621	PubMed 21461636
miR-222 and Cdkn1c (mouse) co-expression conclusion	immunofluorescence 621	PubMed 21461636
miR-222 and ETS1 (human) co-expression conclusion	luciferase assay 610	PubMed 21310411
miR-222 and ETS1 (human) co-expression conclusion	Western blot 610	PubMed 21310411
miR-222 and KIT (human) co-expression conclusion	EGFP reporter assay 614	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	EGFP reporter assay 614	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	RT-PCR 614	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	RT-PCR 614	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	RT-PCR 612	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	RT-PCR 612	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	Western blot 612	PubMed 16849646
miR-222 and KIT (human) co-expression conclusion	Western blot 612	PubMed 16849646
miR-23 and SEMA6A (human) co-expression conclusion	real time PCR 643	PubMed 21536891
miR-23 and SEMA6A (human) co-expression conclusion	real time PCR 643	PubMed 21536891
miR-23 and SEMA6A (human) co-expression conclusion	Western blot 643	PubMed 21536891
miR-23 and SEMA6A (human) co-expression conclusion	Western blot 643	PubMed 21536891
miR-23 and SEMA6A (human) co-expression conclusion	luciferase assay 640	PubMed 21536891
miR-23 and SEMA6A (human) co-expression conclusion	luciferase assay 640	PubMed 21536891
miR-23 and Sema6a (mouse) co-expression conclusion	real time PCR 646	PubMed 21536891
miR-23a and Fbxo32 (mouse) co-expression conclusion	Reporter Assay 649	PubMed 21926429
miR-23a and Foxo3 (mouse) co-expression conclusion	luciferase assay 655	PubMed 22084234
miR-23a and Foxo3 (mouse) co-expression conclusion	Western blot 655	PubMed 22084234
miR-23a and Trim63 (mouse) co-expression conclusion	Reporter Assay 650	PubMed 21926429
miR-26a and Smad1 (mouse) co-expression conclusion	western blotting 692	PubMed 23028144
miR-26a and Smad1 (mouse) co-expression conclusion	western blotting 692	PubMed 23028144
miR-26a and Smad1 (mouse) co-expression conclusion	luciferase assay 690	PubMed 23028144
miR-26a and Smad1 (mouse) co-expression conclusion	luciferase assay 690	PubMed 23028144
miR-26a and Smad4 (mouse) co-expression conclusion	western blotting 693	PubMed 23028144
miR-26a and Smad4 (mouse) co-expression conclusion	western blotting 693	PubMed 23028144
miR-26a and Smad4 (mouse) co-expression conclusion	luciferase assay 691	PubMed 23028144
miR-26a and Smad4 (mouse) co-expression conclusion	luciferase assay 691	PubMed 23028144
miR-27 and SEMA6D (human) co-expression conclusion	real time PCR 705	PubMed 21536891
miR-27 and SEMA6D (human) co-expression conclusion	real time PCR 705	PubMed 21536891
miR-27 and SEMA6D (human) co-expression conclusion	Western blot 705	PubMed 21536891
miR-27 and SEMA6D (human) co-expression conclusion	Western blot 705	PubMed 21536891
miR-27 and SEMA6D (human) co-expression conclusion	luciferase assay 702	PubMed 21536891
miR-27 and SEMA6D (human) co-expression conclusion	luciferase assay 702	PubMed 21536891
miR-27 and SPRY2 (human) co-expression conclusion	real time PCR 703	PubMed 21536891
miR-27 and SPRY2 (human) co-expression conclusion	real time PCR 703	PubMed 21536891
miR-27 and SPRY2 (human) co-expression conclusion	Western blot 703	PubMed 21536891
miR-27 and SPRY2 (human) co-expression conclusion	Western blot 703	PubMed 21536891
miR-27 and SPRY2 (human) co-expression conclusion	luciferase assay 700	PubMed 21536891
miR-27 and SPRY2 (human) co-expression conclusion	luciferase assay 700	PubMed 21536891
miR-27 and Sema6a (mouse) co-expression conclusion	real time PCR 707	PubMed 21536891
miR-27 and Sema6d (mouse) co-expression conclusion	real time PCR 708	PubMed 21536891
miR-27 and Spry2 (mouse) co-expression conclusion	real time PCR 706	PubMed 21536891
miR-27a and NFE2L2 (human) co-expression conclusion	luciferase assay based reporter assay 710	PubMed 23236440
miR-27a and NFE2L2 (human) co-expression conclusion	qRT-PCR 710	PubMed 23236440
miR-27a and NFE2L2 (human) co-expression conclusion	western blot 710	PubMed 23236440
miR-27a and SEMA6A (human) co-expression conclusion	luciferase assays 716	PubMed 22184411
miR-29 and Col1a1 (mouse) co-expression conclusion	Northern blot 728	PubMed 18723672
miR-29 and Col1a1 (mouse) co-expression conclusion	real time PCR 728	PubMed 18723672
miR-29 and Col1a1 (mouse) co-expression conclusion	luciferase assay 728	PubMed 18723672
miR-29 and Col1a2 (mouse) co-expression conclusion	Northern blot 729	PubMed 18723672
miR-29 and Col1a2 (mouse) co-expression conclusion	real time PCR 729	PubMed 18723672
miR-29 and Col1a2 (mouse) co-expression conclusion	luciferase assay 729	PubMed 18723672
miR-29 and Col3a1 (mouse) co-expression conclusion	Northern blot 730	PubMed 18723672
miR-29 and Col3a1 (mouse) co-expression conclusion	real time PCR 730	PubMed 18723672
miR-29 and Col3a1 (mouse) co-expression conclusion	luciferase assay 730	PubMed 18723672
miR-29 and Eln (mouse) co-expression conclusion	Northern blot 726	PubMed 18723672
miR-29 and Eln (mouse) co-expression conclusion	real time PCR 726	PubMed 18723672
miR-29 and Eln (mouse) co-expression conclusion	luciferase assay 726	PubMed 18723672
miR-29 and Fbn1 (mouse) co-expression conclusion	Northern blot 727	PubMed 18723672
miR-29 and Fbn1 (mouse) co-expression conclusion	real time PCR 727	PubMed 18723672
miR-29 and Fbn1 (mouse) co-expression conclusion	luciferase assay 727	PubMed 18723672
miR-29a and Cx3cl1 (mouse) co-expression conclusion	luciferase assay 743	PubMed 23880139
miR-29a and Cx3cl1 (mouse) co-expression conclusion	Fluorescence 743	PubMed 23880139
miR-29a and Cx3cl1 (mouse) co-expression conclusion	RT-PCR 743	PubMed 23880139
miR-29a and IGF1 (human) co-expression conclusion	luciferase assay 744	PubMed 23880139
miR-29a and Narf (mouse) co-expression conclusion	qPCR 741	PubMed 21522133
miR-29a and Narf (mouse) co-expression conclusion	luciferase assay 741	PubMed 21522133
miR-29a and Ppm1d (mouse) co-expression conclusion	luciferase assay 740	PubMed 21522133
miR-29a and Sptlc2 (rat) co-expression conclusion	westernblot 745	PubMed 21994399
miR-29a and Sptlc2 (rat) co-expression conclusion	luciferase assay 745	PubMed 21994399
miR-29b and IGF1 (human) co-expression conclusion	luciferase assay 754	PubMed 23880139
miR-29b and Igf1 (mouse) co-expression conclusion	luciferase assay 752	PubMed 23880139
miR-29b and Igf1 (mouse) co-expression conclusion	Fluorescence 752	PubMed 23880139
miR-29b and Igf1 (mouse) co-expression conclusion	RT-PCR 752	PubMed 23880139
miR-29b and Ppm1d (mouse) co-expression conclusion	luciferase assay 750	PubMed 21522133
miR-33b and ABCA1 (human) co-expression conclusion	western blot 805	PubMed 25445880
miR-33b and ABCA1 (human) co-expression conclusion	immunohistochemistry 805	PubMed 25445880
miR-33b and ABCA1 (human) co-expression conclusion	RT-PCR 805	PubMed 25445880
miR-34a and MGST1 (human) co-expression conclusion	immunocytochemistry 821	PubMed 21216258
miR-34a and Mgst1 (rat) co-expression conclusion	in situ hybridization 817	PubMed 21216258
miR-34a and Mgst1 (rat) co-expression conclusion	Western blot 817	PubMed 21216258
miR-34a and NFE2L2 (human) co-expression conclusion	immunocytochemistry 823	PubMed 21216258
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	luciferase assay reporter 831	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	luciferase assay reporter 831	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	luciferase assay reporter 831	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	luciferase assay reporter 831	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	luciferase assay reporter 831	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 835	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 834	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	(q)RT-PCR 836	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 830	PubMed 23834033
miR-34a and Nampt (mouse) co-expression conclusion	western 830	PubMed 23834033
miR-34a and Nef2l2 (rat) co-expression conclusion	in situ hybridization 818	PubMed 21216258
miR-34a and Nef2l2 (rat) co-expression conclusion	Western blot 818	PubMed 21216258
miR-34a and SP1 (human) co-expression conclusion	immunocytochemistry 822	PubMed 21216258
miR-34c and Myc (mouse) co-expression conclusion	western blot 867	PubMed 20212154
miR-34c and Myc (mouse) co-expression conclusion	qPCR 867	PubMed 20212154
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 862	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 862	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 862	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 862	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 857	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 857	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 857	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 857	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	luciferase assay 856	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	luciferase assay 856	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	luciferase assay 856	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	luciferase assay 856	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 860	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 860	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 860	PubMed 21946562
miR-34c and Sirt1 (mouse) co-expression conclusion	western blot 860	PubMed 21946562
miR-375 and TWIST1 (human) co-expression conclusion	luciferase assays 875	PubMed 19343226
miR-470 and IGF1R (human) co-expression conclusion	luciferase assays 879	PubMed 21967153
miR-483-5p and Socs3 (mouse) co-expression conclusion	luciferase assay 884	PubMed 21146586
miR-483-5p and Socs3 (mouse) co-expression conclusion	luciferase assay 884	PubMed 21146586
miR-483-5p and Socs3 (mouse) co-expression conclusion	RT-PCR 882	PubMed 21146586
miR-483-5p and Socs3 (mouse) co-expression conclusion	RT-PCR 882	PubMed 21146586
miR-486 and Foxo1 (rat) co-expression conclusion	si-miRNA transfection 891	PubMed 20142475
miR-486 and Foxo1 (rat) co-expression conclusion	si-miRNA transfection 891	PubMed 20142475
miR-486 and Foxo1 (rat) co-expression conclusion	western blot 891	PubMed 20142475
miR-486 and Foxo1 (rat) co-expression conclusion	western blot 891	PubMed 20142475
miR-486 and Foxo1 (rat) co-expression conclusion	luciferase assay assy 888	PubMed 20142475
miR-486 and Foxo1 (rat) co-expression conclusion	luciferase assay assy 888	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	luciferase assay assy 887	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	luciferase assay assy 887	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	luciferase assay assy 887	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	transfection 889	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	transfection 889	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	transfection 889	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	real-time RT-PCR 886	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	real-time RT-PCR 886	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	real-time RT-PCR 886	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	western blot 889	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	western blot 889	PubMed 20142475
miR-486 and Pten (rat) co-expression conclusion	western blot 889	PubMed 20142475
miR-486-5p and ID4 (human) co-expression conclusion	luciferase assay 894	PubMed 24905922
miR-486-5p and ID4 (human) co-expression conclusion	luciferase assay 894	PubMed 24905922
miR-486-5p and ID4 (human) co-expression conclusion	western blot 893	PubMed 24905922
miR-486-5p and ID4 (human) co-expression conclusion	western blot 893	PubMed 24905922
miR-489 and Dek (mouse) co-expression conclusion	luciferase assay 897	PubMed 22358842
miR-489 and Dek (mouse) co-expression conclusion	luciferase assay 897	PubMed 22358842
miR-489 and Dek (mouse) co-expression conclusion	western blot 896	PubMed 22358842
miR-489 and Dek (mouse) co-expression conclusion	western blot 896	PubMed 22358842
miR-489 and Dek (mouse) co-expression conclusion	luciferase assay 896	PubMed 22358842
miR-489 and Dek (mouse) co-expression conclusion	luciferase assay 896	PubMed 22358842
miR-494 and CDCA2 (human) co-expression conclusion	luciferase assay 900	PubMed 24905922
miR-494 and CDCA2 (human) co-expression conclusion	luciferase assay 900	PubMed 24905922
miR-494 and CDCA2 (human) co-expression conclusion	western blot 899	PubMed 24905922
miR-494 and CDCA2 (human) co-expression conclusion	western blot 899	PubMed 24905922
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	western blot 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	transfection and luciferase assay 907	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	transfection and luciferase assay 907	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	transfection and luciferase assay 907	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	transfection and luciferase assay 907	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 911	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 911	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 911	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 911	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 915	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 919	PubMed 24823364
miR-494 and HNRNPA3 (human) co-expression conclusion	real time RT-PCR 919	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	transfection and luciferase assay 910	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	transfection and luciferase assay 910	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	transfection and luciferase assay 910	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	transfection and luciferase assay 910	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 918	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 914	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 914	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 914	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	real time RT-PCR 914	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 922	PubMed 24823364
miR-494 and PDIA3 (human) co-expression conclusion	western blot 922	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	transfection and luciferase assay 908	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	transfection and luciferase assay 908	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	transfection and luciferase assay 908	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	transfection and luciferase assay 908	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	western blot 916	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 912	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 912	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 912	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 912	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 920	PubMed 24823364
miR-494 and RAD23B (human) co-expression conclusion	real time RT-PCR 920	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	western blot 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 913	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 913	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 913	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 913	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	transfection and luciferase assay 909	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	transfection and luciferase assay 909	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	transfection and luciferase assay 909	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	transfection and luciferase assay 909	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 921	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 917	PubMed 24823364
miR-494 and SYNCRIP (human) co-expression conclusion	real time RT-PCR 917	PubMed 24823364
miR-499 and Purb (mouse) co-expression conclusion	luciferase assay 942	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 945	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 945	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 945	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 945	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 945	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	RT-PCR 932	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	RT-PCR 932	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	RT-PCR 932	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	RT-PCR 932	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	RT-PCR 932	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 941	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 941	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 941	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 941	PubMed 19922871
